ROMAN URDU REVIEWS,TRANSLATED IN ENGLISH ,SENTIMENT
" qatil 2007 main chaudhry aslam or un ki team par agwa barae tawan ki wardato main mulawis aham mulzimmashoq barohi ko jail police muqable main halak karni ka muqadama darj kya gaya or un samait 53 pollice afsraan or ahalkaron ko gariftar kar liya gaya tha, jin main irfan bahadur, sarwar commando or nasir ul hassan shaheed ka naam qabil e zikar hai ","In 2007, a case was filed to kill a prominent enthusiast, Barohi, in a confrontation between the police and jail during the kidnapping of Chaudhry Aslam and his team, in which 53 police officers and civilians were arrested, including Irfan Bahadur, Sarwar Commando, and Nasir ul Hassan Shaheed, whose name is noteworthy.",Negative
 bs bhen conversation end hogayi apni apni soch batadi    ,"Okay, the conversation has ended, everyone has expressed their thoughts.",neutral
 mare bi beti belkul alaya jaise hai ,My daughter is just like Alaya.,Positive
 insallah pmln win ,"""Inshallah, PMLN will win.""",very positive
 sahir no more no more no yn r aa ,"""Sahir, no more, no more, no, love you.""",Negative
 orangi 11 5 chishti nagar me firing se naveed naami shakhs janbahaq qatil ,"""In Orangi 11, in Chishti Nagar, Naveed has been murdered in firing.""",Negative
 aunty ki date of birth py lanat or pechay jo bundari ky bachay bhaith ky clapping kar rahay hai woh woh qoum hai jo ghar daal ky paisay daen ky jate hai to wapasi py ghar chota gosht paka hota hai ... ,"Curses on the aunt's date of birth, and those children of monkeys clapping in the back are the same people who give money after visiting someone's house, and when they return home, they find small meat cooked.",Negative
 jate umra ky b yahi khaal ho ga soon ,"""This will be the situation even after going for Umrah.""",neutral
 sae khail gaya bc qatil ,"""He played well, damn murderer.""",Negative
 garam pani laoo ,Bring hot water.,neutral
 kya pakistani siriyal banata hai log ,"""Does Pakistan make serials?""",very positive
" qatil inho ny sataya jeet ray ki shatranj ke khilari 1977 ke ilawa, noori 1979, chashm e baddor 1981, umrao jan 1981, bazaar 1982, saath sath 1982, rang barangi 1983, kise se na kahna 1983, or biwi ho to asi 1988, mien yaadgar kirdar ada kiye ","Murderer, they have troubled and defeated us. In addition to the chess player who won the game in 1977, Noori in 1979, Chashme Buddoor in 1981, Umrao Jaan in 1981, Bazaar in 1982, Saath Saath in 1982, Rang Birangi in 1983, Kisise Na Kehna in 1983, and Biwi Ho To Aisi in 1988, they have played memorable roles.",Positive
 allah hemat daen dua zahra ko ky wo kohi stand lai ......sub kuch daikh raha hai yai kaano hai pakistan ka ek baap apni beti beti sy baat karnai ko taras hai or kidnapper azadi sy dua ky saath victory ka nishan bana kar daikha raha hai ky dua ky ma baap haar gahai yar yai kaano hai ...... ,"May Allah grant strength to Dua Zahra to take a stand... everyone is watching, these are the ears of Pakistan, a father is longing to talk to his daughter, and the kidnapper is making a sign of victory with freedom and prayers, seeing the defeat of parents, friend, these are the ears...",very positive
 allah kise ka pyr na chute   , Whose foot does Allah not fall  ,positive
 mene pakistan ky bahut serial dekhe h...lekin yai to bahut hi zayada khoob h...  yrr kya serial hai...m ise dekhne ky liye har week pgl  rehti hu... ,"I've watched many Pakistani dramas... but this one is too good... wow, what a serial... I go crazy waiting to watch it every week.",positive
 kon peta hai itna oil ,Who knows there is so much oil?,positive
 ap ke song ny to mujhe rula diya yar ,"Your song made me cry, buddy.",negative
 mam business me something , mam business me something ,neutral
 best drama shoot ,"""Best drama shoot.""",positive
 ghoota qatil he yea ankhen khoo pls yuthiyo ,"""This liar is the killer, these eyes are false, please, don't be deceived.""",very negative
 madam yojana to achi.h lekin yai jo log hai rasan wale puraa rasan tak nahi dete or 35.ko kise denge ,"Madam, the scheme is good, but these people who distribute rations don't give the whole ration or give it to anyone for 35.",neutral
 now this is what i call proper karak chai ,"""Now this is what I call proper Karak chai.""",positive
 allah kamyab kare ,May Allah grant you success.,very positive
 kon hai jo muhammad sallalaah alaihi wasallam se sacchi mohhabbat karta hai        sacchi mohabbat khuda or deen e islam hai         .... ,Who truly loves Muhammad (peace be upon him)? True love is for God and the religion of Islam.,neutral
 hello dear .i wana sy something but not here.plz@ayezakhan.ak ,"""Hello dear, I want to say something but not here. Please DM me, Ayeza Khan.""",neutral
 freeeha nazesh itna gussa sweety itna gussa nahi karta itna acha drama tha yar ,"Freeeha, Nazesh, Sweety, don't get so angry, it was such a good drama, man.",Positive
 allah pak imran khan ko apni hifzo aman ma rakhay aameen ,May Allah protect Imran Khan. Amen.,very positive
 yah allah pakistan ko in choru se azad krwade ,"Oh Allah, free Pakistan from these thieves.",Positive
 allah pak 70 maon se bhi zyada muhabat farmata hai apnay bandy se , God loves his band more than 70 months.,very positive
 sarayyy posts parhana zaroor qatil ,"""Be sure to read all the posts.""",Positive
 rahat sahab ki khalis ko koe bhar nahi sakta wo ek anmool hera thay wo sada ameer rahegi unka makaam hamaisha ala rahega allahapko jannat ul firdosh me ala makaam ata farmay aameen ,"""No one can fill Rahat Sahab's place, they were a priceless gem, they will always remain rich, their status will always be high. May Allah grant you a high place in Paradise. Amen.""",neutral
 mashallah khobsorat chahra welcome kar daina i like to goodbye ,"Mashallah, welcome the beautiful face, I like to say goodbye.",very positive
 yar drama he yeto        ,"It's just a drama, man.",neutral
 9753 afraad ky naam ecl or 19 836 ky black list se kharij aainda naam ecl me dalnay ka faisala committee karay ji wazarat e dakhla ,"""9753 individuals have been removed from the ECL, and 19,836 from the blacklist. The decision to include names in the ECL should be made by the Ministry of Interior.""",Positive
 pora dun is drama ka w8 karti hun i love this drama ,"I eagerly wait for this drama, I love this drama.",Positive
 feriha serial ki copy lag raah hai yh to ,It seems like a copy of the Feriha series.,neutral
 uff dil kharab ho gya. ,"""Oh, my heart is broken.""",negative
 panch saal nawaz shareef bigirat no hakomat kya kiya qoum ki beithi ka liy sharam ani chahiy lanat asay lougo par are in ka sapotar par ," Nawaz Shareef did not learn anything for five years, what did he do for the people, he should not be cursed, he is on the support of such people.",Negative
 qatil ibrahim ismail chundrigar ny samaji kaamo main hamaisha numayan hissa liya ,Ibrahim Ismail Chundrigar always played a prominent role in social work.,Positive
 hum to samje thay ky feron ek hi tha lekin ab pata chala yahan to behesab feron hai ,"We thought there was only one Pharaoh, but now it turns out there are countless Pharaohs here.",negative
 jay hind jay bharat ,"Long live India, long live Bharat.",neutral
 dunya ma nahi nai discoveries ho rahe han idhar wahi shadi pa phasa howy han urdu point ek acah digital media han is pa koe information share karo ya kya kar rhy han pakistani dramas ma b yahi scene han phir hum is sa yahi kuch hun sekhy ga aar kya kry ga    ,"New discoveries are happening in the world, while we",negative
 jinnah park main bhi acha shoot hojata han xd ,Even Jinnah Park would be a good shoot location. XD,Positive
 jo shaks zindagi ki sare kamyaban moqadder main lkhwany ke bad iss duniya main aya ho or jisay shuhrat aam ki manzil tek pahochney ke liyeh ek tinka na hilana paraho uske bazahir sedhi or sapat zindagi main awam ko kya dilchspi ho sakti thi lakin haqiqat yai hai key apnay maddahon ki jeetne bari khaip waheed murad ny tayaar ki woh pakistan key kise hero ko naseeb nahein hue yai wahid hero tha jiskay maddahon ny monazzim hokar fan club tashkeel deay or aaj is saki mout key itny baras bad bhi yai maddah uske yaad main ijtemat ker tey hain uske filmon key khasosi show muaqid karatey hain uske qaber par hazri detey hain or uskay naam par film award jari ker tey hain ,"""A person who, after achieving all the successes destined in life, came to this world and did not even move a straw to reach the common destination of fame, what interest could there be for the public in his seemingly straightforward and simple life? But the reality is that after winning the hearts of his audience, Waheed Murad prepared something unique. No other hero in Pakistan was fortunate like him. He was the only hero whose fans organized fan clubs and even today, so many years after his tragic death, his admirers gather in his memory, organize special shows of his films, pay homage at his grave, and present film awards in his name.""",Positive
 beta king hun in sbjct ka it cs easy he mare leya or jo ata he kya he wo he halka leya hai kya ,"Son, I am a king of these subjects. CS is easy for me, and whatever comes, is it light for me?",Positive
 ap bhut khobsorat ho ,You are very beautiful.,very positive
 bhai rula diya is song ne   ,"Brother, this song made me cry",neutral
 free ka gyan lelo bhaio ,"Take some free knowledge, brothers.",neutral
 billo gapsohni bohat hai ,"""Billo Gaps Ohni is very good.""",Positive
 sachi nhn aata kuch bhale mehak sy pouch lain ,"It's hard to believe, ask Mehak.",Negative
" dostoo iss khawaja,saraa ki bat ko mat ehmiyat doo yai na to admi hai or na hi orat darmiyani chez hai jo bi bhounkata hai sun lia karo ","""Friends, don't give importance to this Khawaja Sara's talk, neither is he a man nor a woman, it's an intermediate thing, whoever barks, just ignore it.""",Negative
 oh teri yai pakistani song hai mujhe abhi pata chal raha hai yrrr india se match karti hai really im shocked but happy ,"""Oh my, this is a Pakistani song, I just found out, wow, it matches India, I'm really shocked but happy.""",positive
 very sad...but wo is responsible..only rana sanaullah ,Very sad... but who is responsible? Only Rana Sanaullah.,neutral
 jhonny liver ka fan ho main ,I'm a fan of Johnny Lever.,neutral
 jay shri raam mashanlah nice song ,"""Jai Shri Ram, Mashallah, nice song.""",very positive
 munfiq drama ka 2 seesen aya hai ya nahi pleez ,"Has the second season of Munkaf drama come or not, please?",neutral
 2 match jeet ky yai b ragarny ki batain krny lagy ,"After winning two matches, they started bragging.",Positive
 very good 2019 lahore qalandars ,"Very good, Lahore Qalandars in 2019",very positive
" plz murtasim meerab ko jaldi sahi doondlo or haya, ko dafa karo ",Please find Murtasim Meerab quickly and get rid of Haya.,neutral
 allah pak hamari sar payapka saya hamaisha qaiam oh daim rakhy ,May Allah always keep His shade over us.,very positive
 biutiful       ,"""Beautiful.""",very positive
 qayamt khud btye ge qayamt kon zruri the ,"""The Day of Judgment will tell itself who was necessary for the Judgment.""",positive
 urdupoint content nahi milta to pause karo fame ke chakro me ghateya contnet daal ker defame to mat ho ,"If you don't find UrduPoint content, then pause. Don't defame by posting low-quality content in the race for fame.",neutral
 hahahah hawn kah dn giiˇòÇ tum b mera taraf sy uncle aunty ko shukariya kah doˇòÅ ,"Hahaha, what will I say? You can also say thank you to the uncle and aunt from my side.",Positive
 is yaadgar innings main 22 fours or 5 sixes bhi shamil the ,This memorable innings included 22 fours and 5 sixes.,Positive
