text,sentiment
 quaid e azam bapjeso ky liye sharminda hein  koe acha nahi bol sakti tou chup raho ,0
 nahi to b puri jahil meri trha p ,0
 lanat ho pml na league    ,0
 nice    song muj buhat psand han ,1
 sab bakwas hey those wo are paying it or having it file is not useful to them its useful if yn are not paying any it  khushboomishra9277 ,0
 pata nahi kyun yai gana baar bar kyun sunta hun main jaise mano dil me bas gaya ho              ,2
 kabhiapkisi ki yahodi agen kehty ho kabi kise ko 3 shadia kernay per laan taan kartay ho or jo begair shadio ky wazarto ka faida uthatay huwy ayashayan kartay hain wo patwario ma halal han afsoos ,0
 abhi bhi asa hi he ,2
 charas toah nahi bechta ander khatay     ,0
 pakistan ki murtad hakomat ky 7 us azim qoom ki betii ki koe fikar nahi ,0
 hashim sir agar apko zara b kam3 fans ky jazbaat ka ehsaas hi to plzzzzzzz kam4 1 saal ky ander bana dein or pzzzzzz iqra or feroze ky ilawa koe or lead me na ho               ,1
 bhai rahat fatih ali khan shahab ki aawaj    aye hay       ,2
 bakawas hai sab ok ,0
 sab se taqatwer nahi sab se zyada lanti shakhs ,0
 har muqable main hissa layne ke bad har athlete ko ek doctor dekhne aata tha or usse check karta tha jab ke dosri saholatein is ke ilawa thein ,1
 jab ke film escape to victory ki aksbandi ke doran azeem footballer pele ki kick rokte hue stallone apni ungli turhwa bethe the ,0
 kader khan is the greatest comedian i naturally laughed at his scenes his performance was always great rip sir ,2
 is kand me 100 present muslim qatil staff hi hongi ,2
 car ka gate open karna lazmi ta    qatil jab open car han tou ,2
 tumhara maslaa hmaisha ka  ,0
 bhosri ky tum sirf baten chood sktay ho ,0
 i love song khuda or mohabbt from india ,1
 ma aak word he kafi hea ,1
 link to share kar diya kriy mam bs btati hai ho kuch ni pata ,2
 ab inhe ek or aizaz hasil hua hai ,1
 oh noboht sa drama mis ho gaya talit he nahi rhte ,0
 ap buhat ache hai ,1
 wah ji new voice ke saath aye ho sir ji ,1
 teri yaad da bich mei marja sanu to menu inna yaad na aya kar        best word ,2
 na beta na beti na ma or na hi burha hamray mulk main safe hai iss sa bura waqat kabi na aya na aiy ga ,2
 yai gana rula deta he                   ,0
 apnai ghar ki qatil light band karo apnai bill to aaj kab qatil deya ny kbhiap sab saiazab aye tum sab per ,2
 we want fair and free election  srif yahi masly ka haal hai is time ,1
 murtasim shadi to nahi karyga haya seitna im sure ,2
 chor laaanti kafir munafik daku ,0
 anaya bhot batamiz hai very jelis ,0
 mast song hai bhai love  from india              ,1
 apki har lafz me mohabbat hoti hai i proud of you sir ,2
 bkwas thareen information collect karna ka theeka qatil urdu point ka han jahil ,0
 barish ky pani main kharab car ya gaari ko nikalnay ky lia ap traffic number amp par call kren qatil  ,1
 bohot phike khansab ,1
 mare pas bhi aya tha message tha ,2
" bohot alaw 
sab sy fit wo awaz han kuray wala  ",1
 farhanapor bhi aisa hi dramas ma kaam kerya ,1
 punjab sirf shair ka ,1
 boobs to mast han ray ,1
 zaberdast qatil read more qatil hide ,1
 awla kaam kerdia hai agar bach gai hongy to khudi baaz ajain gay r yaad rakhy gai ky last time bund py fire wajy thay ab nahi karna ,1
 bekar kise ky buhat voucher lag jate hain or hamara ek b nahi lugta ,0
 camel amp cow ki entry fee 1000 goat ki entry fee 600 raakhi gai hai qatil ,0
 lahak di lanat dally log   ,0
 insha allah jeet pti ki ho ji ,1
 soorat hi intne sohni hai qurban jaon ,1
 lekin nisaab se charhti or shayari se ishq ,1
 un par jahil stupid imrandu chawal ,0
 main jab bhi yai song sunte ho mujha bhota rona ata hai love for india ,2
 please lyrics or song me kya farak hota hai koe batao    ,2
 asi quom py lanat        jo aaj ya hawaniyat daikh kar 2 din ky bad bhol kae ji ,0
 lanti jhota ,0
 kya yaarapbhi ,2
 bahen 1st pe begnglore 2 par chennai ,2
 jis ka khamyaza mukhalif team ke bowlers ko bhugatna parhta hai ,1
 khair mubarak apko b mubarak ,1
 yar salam hai is news channel wallo ko mtlb koe kaam nahi to yee chutiya pee karo gee ab haad he hogae hai ,0
 hahah one personal account praising the other personal account post mulak doob raha hai showbaz moujain ker raha hai coca cola55 kesath mulaqat mulak per ehsaan  ,1
 manay tou screenshot bhi lay liya thatakay mujay bhi yaad rhay or murtasim ko bhi ,2
 kmc ka malli huzoor bux kalhoro 18 grade ka afsar ban kar retired saisi sahksiyat ki sarperste main croron rupay ki corruption bhi ki qatil ,0
 khi insidad e dehshatgardi ky adalat sy per ky roz mqm ky rahnuma altaf hussain ky warrant griftari ky ijra ka imkan qatil ,1
 khoti ky bachon tum logo ki adat story bnana chuttiye salay ,0
 dj bohot cute haai yrr kinza phlt to bari masom the qatil ,1
 bkwas gatyaa chizen dekhatay kuch or bejty kuch han ,0
 phli bt to yh yh kidhr sy pakistani hy jo pakistani beauty ki post py lagaya hua h     ,2
 haya khobsorat lag rae ,1
 hahahahahah petwari ho or chor na hoye to ho nahi sakta ,0
 is ke bad iqbal bano ke pas films ki line lag gai qatil lekin inho ny sirf muntakhib geet gane ko tarjih di ,1
 is ke halat dykh kar lag raha han ky australia main yai banda bheek mangta raha ho gaa  ,0
 sab sy bary chor dakait nawaz shareef ko b griftar karo ,1
 kamzor aankon ky liay yai bari achee ijaad hai aankon pe isko pehen ky zor kaam parhta hai lens ki quality bhee achee hai or labay chalne ki umeed rakhta hoon kiunkay achi quality per mustamil hain yeh ,1
 subko share karo yai song or yai drama ,2
 hamain b dua main yaad rakhain ,1
 in ko kya pata islam kya hai  ,0
 masha allah jab bolty hyn to phool jharty hon jese masha allah dor e hazir ky wale hynallah khush rakhay or humy in ky zarye ise hi quran ki taleem milti rahay ameenjazakumullahoo kheran ,1
 khotistaan        ,2
 kehi kehi parents apna bachon ko time na den py bacha qatil na umeed hojat or unke life main kami sy rahiti hai  ,2
 mankinds angel hun babe ,0
 sharab se jyada nasha mujhe yai song karta hai ,1
 pashtunistan zindabad ,1
 bas ab is ki khr nahi          ,2
 chutiya not sahafii ,0
 aus ko to hidayat agi magerapko abhi tak na ai ,2
 bakwas song ,0
 hashim khan ko apni salahiyaton ka andaza us waqat hua jab unke rishetdar abdul bari 1950 ke british open final main pahiche ,1
 wah kya bat hai ,1
 yai aunty ky dialogues yaad karlo kaam aaiyn ge sarak banae or the following qatil ,0
 muaashi dhashat gardon ko bhi phaansi di jaye ,0
 allah pak apni rahmat farmaye amen ,1
 is ke bawajood na sirf yai ke inho ny apni khail ko mutassir nahi honi diya baal ke wo apni fitness barqarar rakh kar amlan diabetes ko ab tak shikasht dete aa rahe hain ,1
 ulta latka ky mera han to marnay ky nishan kon ni body py sab drama han ,2
 agar imran us din na karta jlsa barish main to yai kbi na kartay yai to imran ny eny pansha deya han copy bi to karni han na phir imran ki      ,2
 dil ko choo liya ost ny                                       ,1
 bilkul b resemblance nahi hai ,0
 allah ky haath hai yai olad daina ,1
 log udhar yai hi dates maarny aye be hyai me hissa dalnay jatay ab had soch lain lrkitan mrdo ko hoobsort lgny ky lite jate qatil mtlb saaf yai jlsy nahi fitny he inran fitny ki tra ,2
 chal phuddi deyaa rang bazaa ,2
 digi bahot baar open bhi nahi hota or jo hum har jaga online submission karti rahte hain sabhi jaga xerox bant te rahiti uska kya ,2
 wasa muja qatil anaya ka character acha ni laga but jab qatil us na kaha ka babaapk pas mera liya sab kuch han sevaya wakat ky then i feel very sad ,0
" ab tw dukh b nahi ho rha 
allah ki nusrat nezdiqe hai zrurr aai ji insallah ",2
 love khosa sahab ap to mard nikly   ,1
 jab yai soorat e haal ho ji to nojawan khilari kis tarah samne aaiyn ge ,0
 zehereeli aunty hain koi ,0
 qatil mubsireen yai sawal utha rahe hain ke aya haseena wajid saisi madbar politician honi ke bawajood saisi mukhalfeen se is qadar khaif kyun hain     lekin inhe is ka jawab nahi mil raha hai ,0
 bollywood ke style icon shahrukh khan sirf naam ke hi king or badshah nahi balke wo caroron madahon ke dilon par raj bhi karti hain ,1
 lanat ho eisy mardon py or lanat ho eisi parwarish py      ,0
 ek to gandi gaane upar se besuri aawazein qatil ,0
 america ki dalal bhnchd ,0
 fatima affandi qatil kuch zyada hi jhoot bol rahe hey ,0
 khan abdul ghaffar khan ny national congress ki hamnawai main do qaumi nazere musalmanon ke judagana tashkhus or qayam pakistan ko kabhi tasleem nahein kya ,0
 kash yai sab sach me hota ,1
 konsi scheme hai ,2
 i aam watching the bechari qudsia ,2
 tohaphi kyu nh karti ho tryaphe bhi to padayi ki hai     ,2
 intahi koe chotya kisam ki caption di hue ghateya insaan sary areas clear krwa lay hain phaly koe dhashtgard aiy huwy hain lanat tmhre reporting py      ,0
 feroze khan my favorite actor jab me feroze khan ko dekhti hun to mujhe woh qatil yaad aata han i miss you hero         ,1
 police department bund kar daina chahiye ,0
 chor harami crime minister nay sary resources imran khan ko na ihl or cases bananas mei laga diyyay hei mulk ky liyay kya kiaaa iss bdnakht nay ,0
 mast song hai bhai love  from india              ,1
 oh bhai mujhe dm ane ki zaroorat nahi mujhe pak ki politics ka bohat achi tarah pata or army ki begairtiyon ka bhisir america ko beaureracy bohat strong han ,2
 london committee ky ehem rukun main anwar alalat ky bais subukdosh zimaydariyan wapas leli giyaan qatil ,0
 113320 par rashid minhas ko zara sa hosh aya to unhon ny control tower ko ek baar phir peygham diya ke  mujhe kidnap kya jar aha hai or muteeurrehman se kashmakash jari hai ,0
 allahapko lambi uamr da ,1
 intne khobsorti ,1
 she is pretty beautiful mashaallah    may allah bless you    ,1
 is duniya sab paisay se pyar karti hai ,2
 haya ko main goli mar deti she is aa bitch i hati har qatil next weak ka promo main think murtasim hospitalized ho jayega meerab ki yaad main hope ki donu mil jaye ,2
 sorry is per khafa nahin hona hai ku ki hum umra se muslim hain ,2
 haqiqat yay hai ky jeetnay bhi imrando hain sary haram ki paidawar hain yay sary bigair nikah ky jhatky ki paidawar hain hera mandi ki olad hain ,1
 abhi yrr koe nii uska b jugad lgaenge to hi to punjab s hai main to up s hun full jugadu ,0
 kamal karti qatil  qatil  ny ,1
 bohot he umdah ,1
 niazi malick riaz wale arbu rps london se jo aye niazi kidhar han bata zara ,2
 bohot acha hai product ,1
 mashaallah allah pak kabool kryapki intne mohabbat ko quran pak se ameen ,1
 meerab ko aqal dy dy ab qatil writer ,2
 wazaif ky asrat lainay ky lay yakeen or gunaho sy bachny bohot zaroori ha qatil ,1
 we are one nation kise waqat main suna accha bhe lagta tha    ,1
 sharam aani chahiye rahat ko shame on you ,0
 chwl han saraykia hai is m  hahaha ,0
 british open ke ilawa deeger bainul aqwami moqablon international squash competitions main bhi azam khan ny kae aham kamyabyan hasil kein ,1
 baldia ky asatzah ka civic centre par ahtijaj jari ,0
 akhir yai waha karaein gay kya except juhu beach enjoy karnay ky ,1
 jo time pas ke liye muhabat karti hai or muhabat ka naam badnaam karti hai wo is drama se koso dur rahe      ,2
 jeet liya dil sabhi artist ne ,1
 oh lanat as lanat ,0
 jo tum log kar rhy ho beygyrato haramdyoooooo ,0
 jo bhai mare comment padh rahe hain un sab ko eid mubarak ,2
 akshay kumar comedy ka devta hai ,2
 stadium tamashayon ki taliyon se gonj utha ,1
 dil ka acha tha lekin end level ka bewakoof tha jaisy iska baap buddha tharaki tha wo to alag hi level ka tha lekin yai bhi samjhdaar nahi tha ache dil or ka to sultan allaudin bhi tha lekin wo bhi bewakoof inteha ka tha ,0
 bhai quran ni hadees main sunnat hai ,1
 tumne yai resurch kab kya ,2
 mujhe nakam honi se zara pehli utha qatil ,0
 dedar tarsi awam      ,2
 sab se zaiyda main 136 jaga hazrat mosa aa s ka zikar aya hain qatil ,1
 yai song kabhi nahi purana hoga jisne sachi dil se kise se ishq     kya hai wahi janta hai is song ki qadar      yai hamaisha amar rahega hamari dil main kyunki yai hame hamari pyaar ki yaad delaata hai          ,2
 jahan ki b baby donkey cute kitna hai ,1
 kya kehnay ,2
 allah sabar dy ghar walu ko ,1
 khush hun jau kal 10 chakar lagana careem main    ,1
 is pore family ko saza do ,0
 kon mary tara comment deknay aya hai an he gai hun to daikh lagyge ,2
 yai kya baat hui pahile intrest jagati ho phir episode upload hi nahi karti qatil ,0
 bhai kya dharavahik banaya hai dil khush kar diya dil or dimag ko donon ke ilake rakh diya ,1
 9 may qatil look at mirror see the culprit ,0
 ibrahim ki ammi kitni acchi hai qatil ,1
 yai sab bekar ki baten hain madamaphi ker ke daikh laina para chal jayega yai india hai yahan sunta kon hai toll walo se jayada koe badmash nahi hai ,2
 sahi kah rahe ho  ix ka yahi haal han qatil ,1
 lut mar ka maal haram ky kaam py he lagna tha 25 ki ritti 35 ka nan lut ky kha gay patwari ty gumnaam ,0
 chaa gye broap,1
 allahapki hifazat farmaye ,1
 yai iss lye to shaheed nahi huay na ky army choroun ky saath dy qaid hum sharminda hain jo mulk azad rahinay ky lye bananya tha wo phir ghulami main chalay gay hain ,1
 qatil beshak bahar se parh ke aya ho lekin bilawal karni wahi aya hai jo uske abba ji ny kia ,0
 qatil 7 augusst 1937 ki nawab ahmed yar khan daultana ny apney ek mazmon main yai qatil kiyal zahir keya key congress ki policies ka nateja yaqeenan pakistan ki soorat main baramed hoga ,1
 yrapkitani danger ho ayezakhanak ,2
 yousaf abdul qadeer exactly jeo bas ratings ki fikaar karta hai ,0
 aai khusra hai penchd  ay hannu hai       ,0
 wo daikh sakein ke main sanjeeda kaam karni ki aehal hon or ab in ko mare kaam ke zariye he bahter jawab milega ,1
 darta han kya ,0
 yar in ke pas or koe house nahi hain guma phira wahi wala li kar aate ,2
 qatil yahan par reply khbi nie kare ga local restaurants b food panda par kaam kar rahay kxh check nd balance nie hai inka wo log b muh utha ky order bej dete hai pasie awam ky ja rahay hain or or qatil ky pas pasie ja rahay hain ,1
 gilgit me tamam taleemi idarey band rahengy qatil ,0
 ok par main peta nahi hoo ,2
 shayad ise liye aaj tak hafeez jullandhuri ki shanakht eeeeee abhi tou main jawan hoon eeeeee ke hawali se ki jate hai ,1
 ya allah aafia ke madad farma ,1
 uske bad to naha lete ho ya aise hi tehelti ghomti rahiti ho ,2
 aagar adhar card me no link nahi to kaisay check kare ,2
 bohot khoob qatil munnwar sahab ,1
 ghadar behuda kutta insaan ,0
 painduuuumaa ky dant e sahi krwa lo dandlo jai ,2
 bahot hi beautiful song hai ,1
 bekhari kis tarah gur raha hai ,0
 lanat ky haqdar ,0
 kyaa mix kya hai              ,1
 kashmir ka soda ,1
 yai pakistani dramas main kitni rooti hain yaar     ,0
 move kya name hai ,2
 yai dekhne gaya han ke main ny awam ka achi tarha se khoon nichor liya han ke nahin ,1
 qatil  iss azeem hansti ka naam jahangir khan tha jis ny hint ko squash ko khair bad kahni per majbor ker deya jahangir ki kahani iss fatih alam ki kahani hai jo apni na qabil yakeen salahiyaton ki bunyad per bhagae ruke jado jagata raha unhay squash ka sikender e azam bhi kaha ja sakta hai jis ke samne koe ruk nahein pata tha ,1
 abhi bachy ho to aram sy betho ,0
 maryam nawaz han e hitler part 2 ,0
 ya allah pak hamari is bahn par raham farmaameen summa ameen ,1
 mera order tah mc donalds se 4 burgers or 4 drinks deal 1 rider ny mujhe 4 drinks di or 4 burgers or pory paisay lay ky bhag gaya ,1
 dil ko chu gaya gana ,1
 lanat ho in hokmrano per ,0
 main qurban mary nabi ,1
 koe itna talented kaisay hosakta hai    this girl is just amazingg         mashaaallah real queeen    samosiiiiofficial ,1
 is ke bawajod wo apni khidmat anjam deti rhein lekin 1997 mien halat is nehaj par pohanch gay ke idare ki zimedariyon ki kama haqa takmeel mumkin na rahe jis par mother teresa ki jaga sister nirmala ny idare ki sarbarahi ke faraiz sambhal leye ,1
 tyri maan ki chot ghashti ky bchy tyri maan ko poura pakistan chody or tyri maan ki chot kat qatil kar fry kar ky tujhay khilaon ga tyri bahen beti bewi ki chot main poura pakistan lun mary ga kuttay ky pily ,0
 in ke han rewayat sebaghawat milti hai ,1
 insallah imran khan kon1 dafa any do fir dakhtay hai hum din raat ek kar ky afia sis ky leya awaz otayengy ,1
 mujhe is lines main aana hai ,2
 hahahaha yahan se jain or 150 mar aaiyn yai b sun is ki baat ,0
 haayee dharne ki paidaish ja ky apni asi abu se puch ky is fitne se ane se pahile b mulk chal raha tha ja ky puch apni abu se ky tum jese bchchy kise bdy ho gye hai tab to y fitna nh raha or phir abu se y b pochna ky 2018 se pahile kise thay halat or ab kise hai or phir bat krnabs jese begert leader hai wesi e tigers qatil force neecheor building ki bat pochna in se jin ky shaheed hue hai tum log bs bth ky comment e kar skty ho ja ky apnay abu se pochna ky un ko ghar apna kitna aziz hai un ko hlaal ki kmai se bana hai baqi tum logo ko kya pata jab abu paiso py aish karni hoti tmhen kya lgyor wesa tumhara leader aaj tk ek ghar to chala na skaa or mulk ka beda ghrk kar diaaaa ,1
 fast drama is the best of pakistan drama industries   ,1
